Author Name,Author Username,Tweet Crea,ted At,Tweet Text,Likes,Retweets,Replies,Quotes,Impressions,Bookmark Count
OmolowoAkande🥇,Tonyjay,4/9/2024,21:52:09+00:00,Yes exactly saliba and Gabriel really needs to learn champions league football 😫 #ARSBAY #ChampionsLeague,1,0,0,0,96,0
Ọ̀nàọpẹ́mipọ̀,Itsonapi,4/9/2024,21:52:08+00:00,"What Barcelona is about to do to PSG tomorrow, the internet isn’t ready!! #ChampionsLeague",0,0,0,0,22,0
Gaming by Base $BUBBLE 🫧🫧🫧🕹️ $RCADE$BEYOND,gaming_by_base,4/9/2024,21:52:05+00:00,"earn crypto while watching #ChampionsLeague 

 I'm farming $BEYOND because I want that juicy revenue earning token from @PlayGroundCorp. LFG!!! 
Foden Valverde #RMAMCI Madrid Arsenal #ARSBAY 
$MOJO @WeArePlanetMojo $COOKIE @Cookie3_com",0,0,0,0,7,0
olonode femi,fmt_zaddy,4/9/2024,21:51:58+00:00,"Your ball knowledge should be questioned if you would call that incident a penalty #ARSFCB

I won't blame you coz you're used to seeing bad penalty calls in the EPL.

OUTSTANDING REFEREEING IN BOTH UCL MATCHES. #ChampionsLeague",0,0,0,0,37,0
Dann Wasike,DannWasike,4/9/2024,21:51:45+00:00,"Raya tension today was really clear... was perfect on penalties against Porto but today he was off it... However,  good game management, we need to avoid defensive mistakes at Allianz Arena... #COYG #ChampionsLeague #ARSBAY #ucl",1,0,0,0,56,0
MB,BoxeoMarshy,4/9/2024,21:51:26+00:00,"Ref in the Bayern arsenal game was superb never ever a pen at the end great game next week double heavy both games Donkey Dier was actually class Sane was immense should never of been took off killed them a bit that Saka is Saka and Kane is Kane 
Good shit
#ChampionsLeague",0,0,0,0,72,0
Selorm | The Digital Hustler 🇬🇭,digitalselorm,4/9/2024,21:51:20+00:00,Can we all agree that Madrid and Arsenal are out of the Champions League? #ucl #championsleague,1,0,5,0,584,0
"Haiku Fun, Humor & Wit ✨ The Daily 575",thedaily575,4/9/2024,21:51:12+00:00,"Real Madrid plays hard ⚽
Manchester City is tough too 🥅
Champions League showdown! 🏆

#RealMadrid #ManchesterCity #ChampionsLeague",0,0,5,0,21,0
Adidev Guru,psychedguru,4/9/2024,21:51:06+00:00,"10 goals in the #ChampionsLeague tonight from just 2 games. 

All four teams were leading at some point in their respective fixtures.

Na, subah uthkr highlights dekhke kya hi khushi milegi.",5,0,1,0,255,0
Uncle O 😎😎,Oredagooner89,4/9/2024,21:50:49+00:00,Rah Bayern shud of had a pen too tbh I jus see da Raya Gabriel incident 🤦🏿‍♂️🤦🏿‍♂️🤦🏿‍♂️🤦🏿‍♂️🤦🏿‍♂️🤦🏿‍♂️🤦🏿‍♂️🤦🏿‍♂️ #Arsenal #ARSBAY #UCL #ChampionsLeague,0,0,0,0,102,0
KingMaverick007,MaverickThaKing,4/9/2024,21:50:38+00:00,"Stay woke not broke!

.
.
.
.
.
.
.
.
.
.
.
.
.
#ChampionsLeague #PBKSvsSRH #الهلال_النصر_كاس_السوبر #دوري_أبطال_أوروبا #cruise #cruising #savage #obo #levelup",0,0,0,0,151,1
Pratyush Medhi,PratyushMedhi,4/9/2024,21:50:27+00:00,"Glenn Nyberg, You Fucking Cunt 
#UCL #ChampionsLeague  #ARSBAY",0,0,4,0,81,0
mjr,miirojosereagan,4/9/2024,21:50:26+00:00,Madrid never loses its Flavours 😎 year in year out 🤯 #ChampionsLeague,0,0,0,0,27,0
MEHRDAD,Mhrddx7,4/9/2024,21:50:00+00:00,"One of the most beautiful footballs I have seen.
#ChampionsLeague #RMAMCI",0,0,0,0,53,0
Ali Wiser,Ali_wiserr,4/9/2024,21:49:56+00:00,"Insha Allah Tomorrow, Friends of PS we feast. eid ul fitr 2024 to y”all 
#ChampionsLeague #RealMadridManCity",1,0,0,0,29,0
Maazi DIMKPA™️,MaaziDimkpa,4/9/2024,21:49:56+00:00,"Saka mates dey score goals, but my guy dey beg for penalty.  #ChampionsLeague",0,0,0,0,27,0
Mike Codge,bloomooner,4/9/2024,21:49:47+00:00,Just watching @footballontnt . Are they really debating Arsenal wanting a penalty for Saka booting the Bayern keeper ? #ChampionsLeague #ARSFCB,0,0,0,0,80,0
Maina_Mureithi,Muriithi_Maina1,4/9/2024,21:49:37+00:00,"From great #ChampionsLeague football to Brenda Fassie* music and board games coz leo tuko holiday. When you are hosted, respect your host's music choice lakini huyu, hapana. 🍻🍻🍻🍻🍻",0,0,0,0,28,0
justReggie.,reggienaut_,4/9/2024,21:49:34+00:00,"I've seen beautiful goals tonight 😍
#RMAMCI 
Musiala is a beast btw
#ChampionsLeague",0,0,0,0,66,0
Lexington Cloudiferous,A_Zander3rd,4/9/2024,21:49:33+00:00,Haaland be missing Brav #ChampionsLeague #UCL #ManCity,0,0,3,0,44,0
FRIDAY BEEWO $BUBBLE 🫧🫧🫧 💪🏻 XPLUS,NndyBobo,4/9/2024,21:48:44+00:00,Always $BUBBLE as we farm together $OSMO $PARAM $BEYOND what a night of great football @ParamLaboratory  #ChampionsLeague,0,0,4,0,10,0
Chukwuemeka_jigo,Pa_Jigo,4/9/2024,21:48:12+00:00,Is called #ChampionsLeague not a local govt soccer competition,0,0,0,0,18,0
Maazi DIMKPA™️,MaaziDimkpa,4/9/2024,21:48:06+00:00,Hand touched @Arsenal dem they beg for draw. @FCBayern go finish the good work at #AllianceArena. #ChampionsLeague #UCL,0,0,1,0,43,0
Juan Rueda,Jrfonsi87,4/9/2024,21:48:02+00:00,"tremendous robbery in the emirates stadium to @Arsenal, penalty against @BukayoSaka87, he doesn't take it, the referee, @UEFA you have to do something! #ChampionsLeague",0,0,0,0,35,0
🇸🇩Dr.Basil Rashid⁦🇩🇪⁩,Basil13thegreat,4/9/2024,21:47:57+00:00,What a game #ChampionsLeague,0,0,0,0,259,0
justice442.stark,ajayi_justice,4/9/2024,21:47:46+00:00,"LISTEN UP FARMERS 🚨 

FARMING $MOJO = FREE 💰💛

FARMING $PARAM = FREE 💰💛

FARMING $BUBBLE = FREE 💰💛

FARMING $TRIP = FREE 💰💛

FARMING $COOKIE = FREE 💰💛

FARMING $BEYOND = FREE 💰💛

#ChampionsLeague",0,0,0,0,7,0
Ali Abbas Sultan Ahmed Rizvi,aliabbasahmed,4/9/2024,21:47:31+00:00,"We have literally given them 2 Goals 🤌🤦. Need to be a level up at the ""Allianz Arena"" 🏟️. #ARSBAY #ChampionsLeague",5,2,0,2,331,0
Sanskar,Sanskar_mishra7,4/9/2024,21:47:00+00:00,"""Real Madrid is a miracle club""

Hopeless for the second leg though. Only a miracle can save us. 
#HalaMadrid #RealMadrid #ChampionsLeague",1,0,1,0,47,0
VKD(Crypto Achiever) $BEYOND,Veezkid1,4/9/2024,21:46:37+00:00,"$GMRX cooked 🧑‍🌾✅🤑

Bad Eggs🥚🥚🥚
$EVERY ❌ 🤮 
$MOJO ❌ 🤮
$BLOCK ❌🤮
$NIBI  ❌

$BUBBLE  loading 
$BEYOND loading 
$PARAM loading 
$SOMO loading 
$TRIP loading 
$LOL loading 

So far only @GaiminIo has launched correctly &amp; rewarded the community nicely

#ChampionsLeague",2,2,0,0,24,0
ThATblAcKBoY🤙🏿🥷🏿,shikinbrain,4/9/2024,21:46:28+00:00,"Madrid came back from 1-0
City came back from 2- 1
Madrid came back from 3 -2

Bayern came back from 1-0
Arsenal came back from 2-1
 #ChampionsLeague  is insane fr🙀",1,0,0,0,25,0
Wiz,Wizzz077,4/9/2024,21:46:17+00:00,Playing Manchester City is like death by a thousand cuts whereas Real Madrid is just one or two big blows. #ChampionsLeague,0,0,0,0,2,0
Black Oyibo,Mrlecturer35,4/9/2024,21:46:03+00:00,"FT in #UCL
Arsenal 2 Bayern 2
R. Madrid 3 Man City 3

These games will be fireworks in the 2nd Leg cos there are no away goals.

Bukayo Saka should have done better with that last minute chance.

Jesus &amp; Trossard saved Arsenal

#ARSBAY #RMAMCI #ChampionsLeague #COYG #HalaMadrid",0,0,0,0,164,0
Arun Ramakrishnan,arunrk88,4/9/2024,21:46:02+00:00,"Overall Not a good performance from the 18th min,some bright moments ofcourse 
Very uncharacteristic mistakes by @Arsenal in this match
Too many duels lost,too many mistakes in possession, a mountain to climb in #Munich now despite scores being level
#ARSBAY #ChampionsLeague",0,0,5,0,48,0
Retweets never beats Likes,BuddyVic,4/9/2024,21:45:56+00:00,"So upset after this game, not bcos we didn’t get the penalty but bcos I realize this team doesn’t have the mental maturity to win big games. Fear and inferiority always shows. #Arsenal are better than this but I doubt the players believe that. #ARSBAY #ChampionsLeague #AFC",0,0,5,0,72,0
Bring.Back.Blue.Birdie,AagamDesai,4/9/2024,21:45:41+00:00,"Only if away goal rule was still alive.......
#ChampionsLeague #RMAMCI",1,0,0,0,49,0
Dickson Ajuzieogu,Dickson_OA,4/9/2024,21:45:33+00:00,That dive by Saka is laughable. Clearly Arteta must have asked them to try to win a penalty to get back into the game. #ChampionsLeague #ARSBAY,0,0,0,0,77,0
B.O.Y,SumoSumoboy,4/9/2024,21:45:33+00:00,"I have told you before, doubting Gvardiol was a mistake and the apologies need to be heard loud and clear 

#ManchesterCity #RealMadridCity 
#ChampionsLeague",0,0,0,0,34,0
MBG,Matthew1440,4/9/2024,21:45:26+00:00,"Now we are in for a tough to play and watch game at the Allianz next week 😅🥲

COYG!🔴⚪️

#COYG #ChampionsLeague #ARS #ARSBAY",0,0,0,0,65,0
damidonp,damidonp,4/9/2024,21:45:25+00:00,"#RealMadridCity #ARSBAY #UEFAChampionsLeague #ChampionsLeague #UEFA
What a game. 
What a goal, 
What a match!

Football, bloody hell...",0,0,5,0,87,0
"Dr. Rajpal Brar, DPT",3cbPerformance,4/9/2024,21:45:24+00:00,"Seeing some saying that the VAR ref didn’t check the Saka - Neuer penalty shout. Not true, there was a clear moment where the ref has his hand on his ear piece listening to the VAR official and then makes the all clear signal to the Arsenal players. 

#ARSBAY #ChampionsLeague",23,2,8,0,5734,0
Atadegbe Yakubu A,AAtadegbe,4/9/2024,21:45:20+00:00,"I SEE PEOPLE THAT CAME FOR I'TIKAF PACKING THEIR LUGGAGES AND LEAVING THE MASJID.
SO, THIS IS HOW WE SHALL ALL PACK OUR BAGAGES &amp; LEAVE THIS WORLD ONE DAY?
OH ALLAH! HAVE MERCY ON US.
°
#دوري_أبطال_أوروبا #عيد_الفطر_المبارك #Eclipse2024 #ChampionsLeague #هلال_شوال",0,0,0,0,1,0
GTalksArsenal,GTalksArsenal,4/9/2024,21:45:02+00:00,"Arteta: ""I have a lot of belief we can go there and beat them. We have to prepare really well."" 

Believe Gooners! 👍🏾🔴 #Arsenal #ARSBAY #ChampionsLeague #COYG",12,0,6,0,617,0
Blessed,BlessedOdoba,4/9/2024,21:44:17+00:00,"Funny how LEAGUE LEADERS are wailing 😂😂😂😂😂😂😂.  I feel really
Good tonyt cos Tuchel did hurt the history FC 

#ChampionsLeague 
#ARSBAY 
#ARSFCB",0,0,5,0,139,0
Just watching,Justwatchi88612,4/9/2024,21:44:16+00:00,What a game Real and City #ChampionsLeague,0,0,0,0,32,0
Ibukun,CoadedIBK,4/9/2024,21:43:47+00:00,"While watching it in real time, i was so sure this should have been a penalty. Now seeing it like this, i see it for what it is; saka leaving the ball to run into the keeper, make contact, and fall over.

#UCL #ARSBAY  #Arsenal #BayernMunich #ChampionsLeague… https://t.co/NaVB5CcLrn",0,0,5,0,114,0
ndatcamgadest1975,ndatcamgad33787,4/9/2024,21:43:40+00:00,"Begin, be bold, and venture to be wise. #ChampionsLeague",0,0,0,0,0,0
God is Real 🙏❤️🎙️🐘🐉🦄,stellaamarach14,4/9/2024,21:43:35+00:00,"No one remembered
 Karim Benzima today, 
una moved on quickly 😢😢😢
#UCL
#ChampionsLeague 
#LUFC",0,0,0,0,173,0
Rishabh shrivastav,iomrishabh,4/9/2024,21:43:31+00:00,"Absolute cinema #UCL can't wait to see the 2nd leg both matches #RMAMCI and #ARSBAY , WILD!!!!!!
#ChampionsLeague",0,0,0,0,85,0
Nazim Aslam,nazimaslam0618,4/9/2024,21:43:27+00:00,"People of Gaza, we are very ashamed 

#EidMubarak #PAKvsNZ #ChampionsLeague #هلال_شوال #Gaza #FreePalesine #Gaza",0,0,0,0,43,0
Oscar,OJ27_,4/9/2024,21:43:14+00:00,even god doesn’t know how sh1t that ref’s decision was on the saka penalty… neuer CLEARLY moves his leg towards saka and trips him….. fucking corruption… joke that’s it #ChampionsLeague #arsenal #ARSBAY,0,0,5,0,80,0
Thabang Letsoalo®,Thabang_707,4/9/2024,21:43:10+00:00,"Rudiger always deleting Haaland from the game is something EPL defenders must study 

#UCL #RealMadridManchesterCity 
#ChampionsLeague #HalaMadrid  #RMAMCI",0,0,0,0,265,0
Yash Dabholkar,yashdabholkar30,4/9/2024,21:43:02+00:00,What a gameday for champions league! #ChampionsLeague #RMAMCI #ARSFCB,0,0,0,0,61,0
Bring.Back.Blue.Birdie,AagamDesai,4/9/2024,21:42:49+00:00,"That was some puskas award auditions !!!!
#RMAMCI #ChampionsLeague",2,0,0,0,51,0
enhighdaholic,holicinc,4/9/2024,21:42:43+00:00,"There is a difference between “wanting a someone that can spends on you  and  a gold digger 

I am a man my love language too nah money but I am definitely not a gold digger #bbtvi #ChampionsLeague #Eclipse2024",0,0,0,0,212,0
Margiela 🪐,Roc_NATEshun,4/9/2024,21:42:08+00:00,What a day! 🤑🤑🤑🤑 #ChampionsLeague,0,0,0,0,84,0
Knower of Ball,KCCurrentNav,4/9/2024,21:42:02+00:00,"This champions league has the potential to be either the best of my lifetime, or the worst. If City and Bayern make it through I have to root for fucking Barcelona 💀 #CL #ChampionsLeague #ARSBAY #RMAMCI",1,0,0,0,105,0
Samuel James Elliott,samuelj104,4/9/2024,21:40:28+00:00,"Well at first Iv got to admit thought it was a pen, now Iv seen it a few times I’m wondering why the silly prick has gone down when all he has to do is roll it into the goal

Comical 😂

#ChampionsLeague #Fibbing",0,0,0,0,39,0
1X2Duffy,JTDuffyPhD,4/9/2024,21:40:25+00:00,"I'm 50/50 on the Saka penalty, it can go either way, but if we move the situation to the 60th or 70th minute it would be 95% chance for a penalty. I feel most sorry for the ref, that was his last European game this year. @UEFA will bench him. #ARSBAY #ARSFCB #ChampionsLeague",0,0,0,0,81,0
Marxard,Macccccccccckk,4/9/2024,21:40:19+00:00,"EPL defenders need to learn pocketing haaland from Rudiger.

#ChampionsLeague #MCIRMA | What a goal",1,0,0,0,70,0
jibolaaaaaaaaaa,smallajb,4/9/2024,21:39:47+00:00,G.jesus has to play in all Arsenal's big games. He is the only player in the squad that plays without fear. He has been there and done that #ChampionsLeague,0,0,1,0,68,0
Jordan Copperthwaite,copperthwaite_J,4/9/2024,21:39:31+00:00,"Big game player &amp; a bargain £20,000,000 @LTrossard has been for @Arsenal still all to play for in the second leg in Germany against @FCBayern to win the @ChampionsLeague you need to beat the best of the best ❤️🤍⚽️💯
#ChampionsLeague #ARSBAY #gooner #goonerfamily #gooners",1,0,0,0,86,0
Faizii_44,DrFaizi4402,4/9/2024,21:39:23+00:00,"Debate:

Plenty or No Plenty

#ChampionsLeague",0,0,1,0,73,0
Steve,Steveo22_,4/9/2024,21:39:04+00:00,"That penalty call is 50/50, whatever the ref called would’ve easily stood and not been overturned by VAR but regardless Saka still should’ve shot that and not left it up to chance #ARSBAY #ChampionsLeague",0,0,0,0,85,0
TITUS KILONZO,Titus_kilonzo,4/9/2024,21:38:53+00:00,"ALL THE FIXTURES STILL 50_50 AFFAIR.
#ChampionsLeague",0,0,0,0,14,0
B!odun Supr!m Leader 🇳🇬,biodunbjk11,4/9/2024,21:38:52+00:00,"Best game of football I have watched in a while 

Real Madrid 3-3 Man City

Spectacular goals scored

#ChampionsLeague 
#RMAMCI",0,0,0,0,64,0
Arinzechukwu ( By His Grace),bamidele_ken,4/9/2024,21:38:51+00:00,"Arteta got the starting line up wrong . Rice has to be central, only him can anticipate and cut out counters. Jorginho was slow and clueless when being attacked. Martinelli rusty and Kiwior with the jitters. #Arsenal #ChampionsLeague",0,0,5,0,42,0
Joshuah Miceli,Miceli_x_41,4/9/2024,21:38:49+00:00,It wouldn’t be a game with a #PremiereLeague team in it if there wasn’t cries for a #penalty #ChampionsLeague,0,0,0,0,8,0
Glen Burnett,BurnettGlen,4/9/2024,21:38:45+00:00,I've watched the replay 50 times. It's a penalty every SINGLE TIME! The ref shit his pants. #ChampionsLeague #Saka #ARSFCB,0,0,1,0,48,0
Adarsh,adarshwastakken,4/9/2024,21:38:32+00:00,"WHAT A GAME 
Real Madrid 3-3 Man City 
#ChampionsLeague",3,0,0,0,72,0
Adityesh Sharma,AdityeshSharma,4/9/2024,21:38:31+00:00,"I honestly feel like instead of going past the keeper 
Saka should've finished it in the first touch itself!
#arsenal #ChampionsLeague #Saka #arteta",0,0,0,0,21,0
Ankkit,ankkitraj4,4/9/2024,21:38:24+00:00,Arsenal couldn’t beat Bayern in a game where they literally had a stadium full of their own fans.This should feel like a loss to them. #ChampionsLeague,0,0,0,0,50,0
kastro,kingsley_24,4/9/2024,21:38:15+00:00,So football can be this interesting to watch. #ChampionsLeague,0,0,0,0,18,0
Football and others,fb_and_others,4/9/2024,21:38:08+00:00,"#MBappe and #PSG have an opportunity to advance to the #ChampionsLeague final. This might be Mbappe's parting gift to the club
#PSGFCB",0,0,0,0,35,0
ArseObi🇨🇦🇳🇬,arseobi,4/9/2024,21:38:03+00:00,"Saka is never a diving player.
He got the ball.
Manuel Neuer timing was so wrong.

Check his reaction. 
He was lucky.

Work to do in Munich.

#ChampionsLeague #ARSBAY",2,0,0,0,163,0
Al-azeem,YoungZhee15,4/9/2024,21:38:02+00:00,"People really said the Ucl Fell off
Lmao 🤡😂
#ChampionsLeague  #HalaMadrid",0,0,0,0,48,0
OOHMYLIVER 😝,oohmyliver,4/9/2024,21:38:02+00:00,If Luka Modric can play the 90 mins in the Emptyhad I fancy Real to turn them over in the 2nd leg. He put on a clinic in the time he was on tonight #Madrid #ChampionsLeague,1,0,0,0,54,0
FEARWOMEN 💔🤦‍♂️,SUNSTIKER1,4/9/2024,21:37:58+00:00,"Remember Real Madrid have never won at the Etihad Stadium. Return leg on Wednesday next week.
#ChampionsLeague #UCLFantasy",4,0,0,0,95,0
MONEY🇳🇬🇦🇺,JacobAwhen,4/9/2024,21:37:55+00:00,"Another Trophy less season for Arsenal😭

#ChampionsLeague  madrid arsenal bayern man city saka halaand folden",0,0,0,0,26,0
Prathmesh Nandre,NandrePrathmesh,4/9/2024,21:37:54+00:00,"Football at its finest! 🤯
#ChampionsLeague #RealMadridCity",0,0,0,0,3,0
Obi,ObiFCB,4/9/2024,21:37:53+00:00,"Southgate, I hope you watched today's game?
You need to figure out how you'll play Rice, Foden, Bellingham, Saka, Grealish &amp; Kane.
They all deserve to be starters

#euros2024 #england #ChampionsLeague",0,0,0,0,84,0
Last Stop Jürgen Klopp,LastStopKlopp,4/9/2024,21:37:53+00:00,"Never a penalty for the #Gunners. Saka initiated the contact. Correct decision by the ref
#ARSBAY #ChampionsLeague",1,0,0,0,91,0
Won Der,foreverculer00,4/9/2024,21:37:43+00:00,"I really want to commend the referee today . It seems the players of a particular team thought they were on swimming and acting lessons. The referee didn’t fold tho 
#UEFAChampionsLeague #ChampionsLeague",1,0,0,0,16,0
Onyeka🗿,Chiefkuzi,4/9/2024,21:37:42+00:00,"The score line is still 0-0, it’s still anyone’s game to win 
#COYG 💪🏾 #ChampionsLeague",0,0,0,0,25,0
Kawsher Ali Fiverr Seller,KawsherAli2000,4/9/2024,21:37:19+00:00,"Hi everyone !
What do you want to me Landing page Design?? 
#PBKSvsSRH #ChampionsLeague
#Eclipse2024 #Eclipse2024 #เปิดใจแล้วเปิดตัวยัง #PBKSvsSRH #LUFC #bbtvi #WordPress #الهلال_النصر_كاس_السوبر #WrestleMania #WWERAW #WillyGate #WEARE_STARTO #WhatsApp @everyonereadste @fiverr",0,0,0,1,335,0
Sayan Banerjee,JaffaMerchant,4/9/2024,21:37:13+00:00,My son going to be mad when I name him Phil Foden @ManCity #ChampionsLeague,1,0,0,0,52,0
Akówonjør,jugzyyt,4/9/2024,21:36:54+00:00,I’m actually pained man. Wasn’t meant to end like this. We had all the advantages. It was ours to lose &amp; we let it slip. #arsenal #ChampionsLeague #ARSBAY,0,0,0,0,68,0
OG $BUBBLE $BLOCK,Davoh36531578,4/9/2024,21:36:52+00:00,"Very disappointed in this ref
That was a clear penalty
$BEYOND
#UCL #ARSFCB #ChampionsLeague",0,0,0,0,3,0
Jarrod Jones,SteelCityBlades,4/9/2024,21:36:36+00:00,"Loved watching Madrid v City. What an amazing game apparently. Goal 1, absolutely diabolical goalkeeper. Next 2 goals. Deflected. In the champions league it's entertaining and fantastic. If it's Sheffield United it's shit goalkeeper and shit defending 😂😂 #ChampionsLeague",0,0,0,0,40,0
Fateema 🦋🦋🌹🥀🇨🇮🇳🇬,Malogote,4/9/2024,21:36:34+00:00,"No real Madrid and Bellingham fans will pass this picture of him without liking this post.
(Real Madrid 3-3 Manchester City)
 Rodrygo fans won't pass without liking this pic $BUBBLE 
$PARAM 
$BEYOND 
$TRIP 
#RMAMCI 
#ARSBAY #ARSBAY  #ARSFCB #RMCity  #ChampionsLeague #RMCity",1,0,0,0,19,0
The Peter Tolulope,Patsings1,4/9/2024,21:36:19+00:00,"This is actually the UCL we signed up for.

Breathtakingly entertaining 🔥
#ChampionsLeague",0,0,3,0,26,0
حۡــڛۣــنۨ 🦉,ThatSudaniDude,4/9/2024,21:36:16+00:00,"Fuck the referee 
Arsenal should’ve won that game 
We go all out in Munich 
#ChampionsLeague",0,0,5,0,50,0
Azeez Autonomous https://about.me/azeez_salam,azeez_sp,4/9/2024,21:35:59+00:00,"If neuer is a British player the British media will have compared him to the unknown.
That guy redefines keeping.
He's just too extraordinaire.
How can a keeper passes efficiently more than a midfielder?
McTominay pls visit him duringoff season
#RMAMCI
#ARSFCB
#ChampionsLeague",0,0,9,0,54,0
Chisom Brown👑,ChisomBrown_eth,4/9/2024,21:35:55+00:00,"GM 
Farm 
$MOJO

$MOJO

@WeArePlanetMojo
or 
Cope 🤒

#الهلال_النصر_كاس_السوبر 
#عيد_الفطر_المبارك 
#ChampionsLeague 
#EclipseSolar2024",0,0,0,0,5,0
Silver🦅 $BEYOND,haryormiseyia,4/9/2024,21:35:50+00:00,"Champions league too sweet 
Incredible goals tonight 
⚽️⚽️⚽️🚀
#ChampionsLeague 
#ARSBAY 
#RMAMCI 
$PARAM
$BEYOND
$RICY
$PIXIZ",4,4,2,4,300,0
Jimmy Kilduff,JaykilduffLFC,4/9/2024,21:35:46+00:00,What is Saka doing? All he has to do is put it in the empty net. Instead he throws his leg out so unnaturally. Ref made the right call. #ARSBAY #ChampionsLeague @footballontnt,1,0,5,0,64,0
Chibuzor Obi,ChibuzorOb89585,4/9/2024,21:34:46+00:00,"You don’t need any inspire to perspire before you make it in crypto space,

Take your chance and farm now, make free millions 

$BEYOND
$TRIP
$PARAM
$BUBBLE
#ChampionsLeague | #EidMubarak #Eclipse2024 | #30BG",0,0,5,0,17,0
Jubayer Ahamed,Jubayer111000,4/9/2024,21:34:32+00:00,"who do you think should start next weekend against real madrid?
#ChampionsLeague 
#RMAMCI
#haaland 
#UCL",0,0,0,0,79,0
GOAT 🐐,Mrclassic97,4/9/2024,21:34:13+00:00,Everyone want Arsenal to beat Bayern  Munich just like that ? You’re just stupid hypocrite and clown 🤡 #ChampionsLeague #ARSBAY,0,0,0,0,13,0
Master Tactician,pocketsofspaces,4/9/2024,21:34:06+00:00,"As a neutral, watching these 2 games at the same time is a lifetime memory! I don't think people realize how much a neutral can enjoy. Being a neutral is underrated.

Pure joy in both games! And as always, a bit of it ruined due to the incompetent referees.

#ChampionsLeague",1,0,0,0,26,0
Teh Bah,tehbahleo,4/9/2024,21:33:47+00:00,"What a night for Football.. All to play for at the Etihad.. Let's go @ManCity 🔥

#ChampionsLeague",1,0,0,0,32,0
Tom | Fordy’s Golf Tips ™️,fordysgolfpicks,4/9/2024,21:33:44+00:00,Is Martin Keown on crack? #ARSBAY #ChampionsLeague,2,0,4,0,206,0
Hibeeginger,Asiwaju_ibrahim,4/9/2024,21:33:40+00:00,"Bellingham was a disappointment in this game while Foden was brilliant but Bernando Silva is the best player on the pitch
#ChampionsLeague #RMAMCI",0,0,5,0,46,0
Henok🇪🇷,Henok_76,4/9/2024,21:33:36+00:00,"the amount of adversity sakas had to overcome, this niggas gonna have to get sports personality of the year sometime soon🤣 stonewall penalty #saka #ChampionsLeague",0,0,1,0,19,0
🔰 PapiDru,DruchiDru,4/9/2024,21:33:36+00:00,Never tell me that Haaland is better than Kane. Kane is a true baller #ChampionsLeague,0,0,0,0,27,0
Godfreys Mindset,godfreysmindset,4/9/2024,21:33:28+00:00,"One of the strangest things about being human is that people of lesser intelligence tend to overestimate how smart they are and people who are highly intelligent tend to underestimate how smart they are.

#ChampionsLeague #Eclipse2024  #RealMadridCity #PBKSvsSRH #254holidays",0,0,0,0,21,0
OOHMYLIVER 😝,oohmyliver,4/9/2024,21:33:12+00:00,Are they not gonna call glory boy Saka out for that blatant cheating? And as for the excuse for a footballer Jack Grealish he's plays to cheat the diving git. But they're English so it's OK #ChampionsLeague,0,0,3,0,55,0
ARSENALL IS THE BESTTT,bahman_haryad,4/9/2024,21:33:06+00:00,"EVEN TUCHEL SAID ITS A PEN 

#ARSBAY #ChampionsLeague",0,0,5,0,102,0
Muhammad Burhan,Bani_verse,4/9/2024,21:33:02+00:00,"Ahh maan back home now, missed the next half completely. But I think city did a good job after First half and  2nd leg is in their backyard.  They will have a slight advantage but we all know what Madrid is capable of. 
#ChampionsLeague #RMCity #RealMadridCity #",0,0,0,0,35,0
SG.,S0uthernGe0rdie,4/9/2024,21:33:02+00:00,"This saka penalty convo, clearly showing whether you understand football or not.

10000000000% never a pen.

If anything it’s a dive and he should be booked.

#Saka #ChampionsLeague",4,0,0,0,111,0
bOyO,Petzoulo,4/9/2024,21:33:01+00:00,Quel spectacle 🙏🏼🔥👏🏼⚽️ #ChampionsLeague #RealMadridCity #football #ARSBAY #RMAMCI,1,0,0,0,91,0
Amy Ingram,Amy_ingramm,4/9/2024,21:33:00+00:00,What a game #RealMadridCity #ChampionsLeague,1,0,0,0,50,0
@EMCeeWicianoWic,EmceeWicianoWic,4/9/2024,21:32:49+00:00,"So far I can see, UCL Semifinals 1;
Bayern Munich vs Manchester City.
Thoughts?
#ChampionsLeague",1,0,0,0,42,0
Mr_Bliss $BUBBLE MAN. $ELS $FYN,Bella8609365023,4/9/2024,21:32:27+00:00,"#ChampionsLeague
#دوري_أبطال_أوروبا
#عيد_الفطر_المبارك
#Eclipse2024
#bbtvi
#LUFC
#PBKSvsSRH
#الهلال_النصر_كاس_السوبر
#هلال_شوال $PARAM | $XTER | $XPLUS | $DUEL  | $BUBBLE | $MOJO | $BEYOND $FYN 
ARSENAL ON FIRE | $RCADE | $PIXIZ |",0,0,0,0,3,0
Ojo Samuel,OjoSamu03034868,4/9/2024,21:32:24+00:00,"you don't get out of life what people do to you, you only get out of life what you give... keep giving love nevertheless.
#robertkiyosaki #ChampionsLeague #Eclipse2024 #LUFC #PBKSvsSRH",1,0,0,0,8,0
Vish,vishdoshi1,4/9/2024,21:32:13+00:00,"Rudiger everytime he faces haaland
#ChampionsLeague
#RMAMCI #ChampionsLeague",8,1,2,0,95,0
Amo Lartey P🤓🇬🇭,a_p_lartey12,4/9/2024,21:32:00+00:00,Why is nobody talking about John Stones😤why you people watch different #ChampionsLeague #RMAMCI match??,0,0,5,0,85,0
