Author Name,Author Username,Tweet Crea,ted At,Tweet Text,Likes,Retweets,Replies,Quotes,Impressions,Bookmark Count
News News News,NewsNew97351204,4/9/2024,21:36:30+00:00,Arizona  Supreme Court rules 1864 law can be used to ban nearly ALL abortions:  Biden blasts 'cruel' decision that gives state one of the strictest  guidelines in the country,0,0,0,0,10,0
Tim Sharp 🍊 🍊 🇺🇸,realtimsharp,4/9/2024,21:36:03+00:00,"My take on the Arizona Pro-Life Law:

There isn't a major state legislature candidate in the country that doesn't get asked about abortion daily.  Elections matter no matter your stance.  Like the result or not, the system just worked exactly how it was intended.",4,2,1,0,143,0
𝐵𝓊𝓈𝒹𝓇𝒾𝓋𝑒𝓇𝓂𝒶𝓃𝐵𝒮𝒟🚍🇺🇸🇺🇦✌🌊1️⃣2️⃣,BusdriverDG,4/9/2024,21:35:15+00:00,"Maybe the women in ""Red"" states should use the methods of Lysistrata until the misogynists start listening to them.

Arizona
Civil War",0,0,0,0,31,0
"Tyler Landeck NHSSCA - CSCC, AFPA - CPT",LandeckCoach,4/9/2024,21:35:15+00:00,"In the short 2.5 miles I drive to &amp; from my daughter’s preschool every morning &amp; afternoon, I have to drive around 4 roundabouts &amp; I’m truly amazed how many people in the great state of Arizona have no idea how to properly use a roundabout 😤🤦🏼‍♂️",1,0,0,0,35,0
Rugerman45,markrugerman45,4/9/2024,21:34:54+00:00,kari lake probably loses but Trump has a better chance of winning Arizona,5,0,3,0,165,0
Yardstick of Civilization,YardstickOfCiv,4/9/2024,21:34:47+00:00,It's almost as if Arizona doesn’t have a mechanism in place to change the antiquated law that the lefties are all up in arms about.,0,0,0,0,2,0
BRLT,brlt,4/9/2024,21:34:34+00:00,The Arizona Cardinals Football team should pull out of Arizona for this year. Play anywhere in a blue state . Watch !!,0,0,0,0,39,0
Mario Enrique Diaz,medarizona,4/9/2024,21:34:21+00:00,"Spin, spin, spin all you want. A 15-week “abortion policy” is not a moderate position.  It’s against human rights and Arizona voters will make this clear in November 2024. You in political trouble.",2,0,0,0,99,0
AllLivesMatter812,RedBeat45,4/9/2024,21:34:09+00:00,"Democracy, brought to you by the people of Arizona for, the lives of the unborn! Thank you Arizona Supreme Court! #roe #abortion #supremecourt",0,0,0,0,20,0
"Angelo Partí Pants, GED",PartiPants27,4/9/2024,21:33:58+00:00,The arizona majority legislature with absolutely horrible timing,0,0,0,0,17,0
𝓺𝓾𝓮𝓮𝓷 𝓴𝓪𝓲𝓽 ✿,kaitlyngregoryy,4/9/2024,21:33:58+00:00,wow what a heartbreaking day to live in arizona,3,2,0,0,153,0
Jacob Paradis,JacobP2121,4/9/2024,21:33:56+00:00,"Praise be to God for the Arizona Supreme Court as they decide that humans are valuable at ALL stages of life! 

@shanehwilder @maryarchived @ily_pierce @KariLake",2,0,0,0,20,0
Luc J. Gagnon 🇺🇸,LakesPoliticsYT,4/9/2024,21:33:52+00:00,No Arizona is not gone for Trump. The Ban isn't even going to be enforced and it appears the legislature will be relegalizing it. Not to mention every Republican in the state outside of the Radical Abolitionists also condemned the ruling.,21,4,2,0,783,0
clio,rmgoldman1,4/9/2024,21:33:38+00:00,"In upholding the 1864 ""territorial"" ban on abortions, the Arizona Supreme Court will next turn its attention to the pre-1912 statehood territorial laws making cattle rustling and Sunday gambling capital offences punishable by hanging.😎",0,0,0,0,18,0
Tanya 864511320,wwshopgirl,4/9/2024,21:33:36+00:00,I am grateful I don’t live in Arizona. I’m not sure why a woman would want to live with draconian laws . Who gets to decide if the mother’s life is threatened?? Who? This is disgraceful. Women will no doubt die.,0,0,0,0,15,0
WasteOfSpace,ZeldaTheSwordsm,4/9/2024,21:33:28+00:00,Certain people in Florida and Arizona clearly need their gavels relocated where the sun shineth not.,0,0,0,0,10,0
Voter Protection Project,voterprotectpac,4/9/2024,21:33:19+00:00,"Today, the Arizona Supreme Court made a callous ruling to severely restrict abortion access in the state threatens the healthcare options of millions. 

This underscores the critical importance of the upcoming election. 

There's no other option: We must elect pro-choice… https://t.co/iqacvDDtEw",12,3,0,0,1149,0
I Smoked The Trump And Dump Scheme,BlackKnight10k,4/9/2024,21:33:14+00:00,"Since Texas banned abortion in 2022, there have been 27k pregnancies resulting from rape. 60k plus in all states with abortion bans. I don't think women in Arizona want that for themselves.",1097,556,37,11,18151,12
Patrick Cavanaugh,patcav,4/9/2024,21:33:07+00:00,"Just so I have it time stamped…

HEY! F*UCK YOU, ARIZONA!",1,0,0,0,41,0
Michael Muscato,michael_muscato,4/9/2024,21:32:56+00:00,"Lots of Arizona republican reps are in a panic today because of the #AZSupremeCourt ruling on abortion.
They have worked tirelessly to deny women the right to their own healthcare choices. All of them are 100% full of 💩. They don’t care about women. They care about their jobs.",172,41,32,3,2844,1
dani,thelifeofawolf,4/9/2024,21:32:55+00:00,"Opening my laptop and seeing the news about Arizona…

How dystopian. How fucking dystopian…",2,0,0,0,112,0
Mabel,MabelisStable,4/9/2024,21:32:50+00:00,"So if Arizona’s court upheld an abortion law from 160 years ago, and the people who are alive now don’t like it, why don’t they pass an amendment instead of whining about it?",7,3,0,0,136,0
Christina Rogers,chrissyro_,4/9/2024,21:32:45+00:00,"It's a dark, tough day in Arizona...",1,0,0,0,24,0
The Mad Black King,De_LaBomba,4/9/2024,21:31:32+00:00,Did yall see them people on the floor of the Arizona state house “speaking in tongues” before the arcane abortion law was put back not effect? Shits turning into Gilead foreal. #UnderHisEye,1,0,0,0,91,0
Robert Enninga (Bob)💙,Robert_Enninga,4/9/2024,21:31:21+00:00,"* The seven justices on the state of Arizona's Supreme Court were all appointed by the governor.
* Five are men, two are women.
* Five were appointed by Gov. Doug Ducey (R), two were appointed by Gov. Jan Brewer (R).
* Six of the seven justices are Republican, one is Libertarian.",1,0,1,0,50,0
Elena Trueba.,ElenaTrueba100,4/9/2024,21:31:07+00:00,"No wonder ARIZONA RATES 43rd in EDUCATION. 
SORRY.",9,1,2,1,185,0
Anita Spanking,brattygrl96,4/9/2024,21:30:56+00:00,"my former college had people share where they came from to view the eclipse. 16 states plus Canada were represented!

California to Arizona, Minnesota to New York, Florida 

Crazy for a small town",1,0,0,0,156,0
Health Care For America Now!,HCAN,4/9/2024,21:30:49+00:00,"This morning, the #Arizona Supreme Court used a law passed before women had the right to vote to justify an #AbortionBan.",0,0,0,0,38,0
Joe Rodriguez,joerodcomedy,4/9/2024,21:30:41+00:00,Arizona sucks ass.,0,0,0,0,73,0
MeidasTouch,MeidasTouch,4/9/2024,21:30:15+00:00,"It's crazy when you think about it. Arizona is one of the only states that doesn't change their clocks for Daylight Saving. But today, they turned their clocks back to the 1800s.",5517,1267,79,19,89519,23
UltraViolet is not paying for this,UltraViolet,4/9/2024,21:30:05+00:00,"Arizona’s total abortion ban will force pregnant people to carry pregnancies against their will, seek abortion outside of the health care system, or bear the financial burden of traveling hundreds or thousands of miles for care. 

This is simply not possible for many Arizonans.",1,1,0,0,251,0
LLCoolG🇺🇸,LDHITE22,4/9/2024,21:29:55+00:00,Many of the people flipping out yesterday about the poor tortured wolf are flipping out today that the women of Arizona can't just murder rtheir preborn babies on a whim.,1,0,0,0,21,0
Not My V-jj,julesfuels1979,4/9/2024,21:29:51+00:00,"There is something very suspicious to me that Arizona Supreme Court is saying no to abortion

We have a illegitimate Governor 
And this decision would cause people to vote independent and Blue

I don’t even know one person in AZ that wants a total ban
Ive been here 6 years, Az… https://t.co/RwNIPylkyV",0,1,2,0,148,0
Truth Seeker🔥🌵🔥,phxOutreach,4/9/2024,21:29:38+00:00,If you think Arizona Supreme Court Judges all the sudden developed a heart for the unborn… Put down the crack pipe.,0,0,0,0,24,0
Grantford Rochelle III,grantra,4/9/2024,21:29:30+00:00,Does the Arizona abortion law from the 1800s prohibit placing leeches on the abdomen to induce an abortion?,1,0,0,0,28,0
Canderous Ordoliberal 🫥,butleriano,4/9/2024,21:28:58+00:00,They’re California-ing Arizona.,8,0,1,0,395,0
TW Frank,tw_frank4,4/9/2024,21:28:44+00:00,"Arizona Women and Girls will just have to depend on ""Thoughts and Prayers"". 

Doctors Should Not risk their medical licenses caring for Women and Girls in Arizona.

You can thank Donald Trump and the Republican Senators who stacked the Supreme Court to overturn Roe vs Wade.",0,0,0,0,29,0
Brian O'Sullivan,osullivanauthor,4/9/2024,21:28:38+00:00,"The Arizona Supreme Court reimplemented a stringent 1864 abortion man.

You can't make this shit up! 

Make America 1864 Again.",77,19,5,3,1786,0
Age of Uncertainty (@dloberk Threads) 🇺🇸🇳🇴🇺🇦,dlonorse,4/9/2024,21:27:57+00:00,"Boycott visiting barefoot and pregnant  Arizona. There are plenty of other states that don’t impose 19th century law on women.

cc: @AZTourismNews #Arizona #BarefootAndPregnantAZ #AZTourism",3,1,1,0,29,0
Eddie Hammer,EddieHammer6,4/9/2024,21:27:52+00:00,How can the Arizona SC say a law created before they were even a fvcking state be enforced,0,0,1,0,21,0
Jamie Kranich,jamie_kranich,4/9/2024,21:27:47+00:00,"🚨Developing: Governor Katie Hobbs, former Governor Doug Ducey, and Senate Candidate Kari Lake all oppose today’s #Arizona Supreme Court ruling on a near-total abortion ban. This seems to be one issue that has bipartisan support across Arizona. All three politicians have released… https://t.co/0bmJYSzAr0",0,0,4,0,54,0
Steph Sanchez,Steph49K,4/9/2024,21:27:45+00:00,"49ers Local pro day takes place tomorrow 4/10. 

Here's the current list of known invitees:
-CB Isaiah Avery, Portland State
-OL Jaime Navarro, San Jose State 
-DL Tyler Manoa, Arizona
-RB Austin Jones, USC
-DB Dylan Wyatt, Arizona
-WR Terique Owens, Missouri State… https://t.co/FdhGTwrTEv",14,5,3,0,2212,1
AllLivesMatter812,RedBeat45,4/9/2024,21:27:38+00:00,"If a child survives an abortion, he/she should have the right to sue the state with hate crime enhancements. Abortion survivors should have a case and their voices heard! #arizona #roe #murder #plannedparenthood",0,0,0,0,25,0
Steph Sanchez,Steph49K,4/9/2024,21:27:34+00:00,"49ers Local pro day takes place tomorrow 4/10. 
Here's the current list of known invitees:
-CB Isaiah Avery, Portland State
-OL Jaime Navarro, San Jose State 
-DL Tyler Manoa, Arizona
-RB Austin Jones, USC
-DB Dylan Wyatt, Arizona
-WR Terique Owens, Missouri State… https://t.co/QWHAXfXv80",0,0,0,0,49,0
Manu Raju,mkraju,4/9/2024,21:27:28+00:00,"Asked Mitch McConnell if he’s concerned about voter backlash against GOP after Arizona abortion decision, given their role in confirming justices who overturned Roe, and he said: “Well, you're asking me about an Arizona Supreme Court decision. I haven't taken a look at it yet.… https://t.co/rdmHxYeo46",333,57,42,3,48647,9
Roslyn 🥤🍓🛶,calirozzy,4/9/2024,21:27:26+00:00,Screw Arizona.,1,0,0,0,42,0
Trucker Tel 🚚💵,Dreadhead_Ent,4/9/2024,21:27:16+00:00,This Arizona dry heat then dried my nose out. Mf peelin n shit 😵‍💫😵‍💫😵‍💫,1,0,0,0,62,0
Jonathon Warriner,Bracketologist3,4/9/2024,21:27:13+00:00,"Tommy Lloyd to Kentucky 

Luke Murray to Arizona",16,2,3,3,6499,0
Ivor Wells,IvorWells,4/9/2024,21:26:55+00:00,"I guess an optimistic reading of the Arizona decision (and many others) is that there’s one issue that might yet save American democracy in November - a woman’s right to an abortion. 

But what a sick trade off for the “land of the free” to make.",1,0,0,0,57,0
smegma,BlindTild,4/9/2024,21:26:47+00:00,any metalheads in arizona…… I want to beat you up…….,0,0,0,0,29,0
Eddie Hammer,EddieHammer6,4/9/2024,21:26:39+00:00,So if there is a woman in America that thinks the Arizona SC ruling today is in your best interest I have a bridge for sale,0,0,0,0,12,0
Ulrich Ulfhednar,Johnbak04517850,4/9/2024,21:26:14+00:00,"Arizona goes full tilt anti- abortion …
Hmmmm",6,1,4,0,164,0
Singhjen @ yellow dog,KathyKeysMason,4/9/2024,21:26:13+00:00,Hi Arizona women. Looks like those ole ball dragging grey haired Republican men are determined to put you in a locked vagina  golden cage. No reproductive rights to you. How many of you are voting for Trump???,2,1,0,0,16,0
I used to care but things have changed,minnieporter400,4/9/2024,21:26:09+00:00,"Arizona now taking women’s rights back to 1864. What’s next? Women’s right to vote?
Old white men making decisions that affect 50% of the population. When do women strike back?",1,0,0,0,18,0
Harry T,theleftareevil,4/9/2024,21:25:36+00:00,IT LOOKS TO ME THAT LEAVING ABORTION UP TO STATES WILL NOT WORK AN WILL BE VERY NEGATIVE FOR REPUBLICANS/I AGREED WITH TRUMP YESTERDAY ON LEAVING IT UP TO THE STATES BUT I CAN SEE ITS A BAD IDEA after what ARIZONA DID/ TRUMP JUST CANT CATCH A BREAK NO MATTER WHAT HE SAYS OR DOES?,0,1,0,0,14,0
"Beware, A Mad Wizard",JHWilliamsIII,4/9/2024,21:25:05+00:00,Fucking hell Arizona. Zealotry.,12,0,1,1,1868,0
PirateRadioUp,PirateRadioUp,4/9/2024,21:25:02+00:00,"Almost 1.7 million people voted for Trump in Arizona. Safe to say approximately 800,000 of those votes were women. So, how can we help you with your decisions?",2,0,0,0,44,0
KRISTIN☀️FRO,FROzenliberal,4/9/2024,21:25:01+00:00,"In 1864, Arizona wasn’t a state.",203,40,14,1,4761,1
"@chriscesq, America's mayor",chriscesq,4/9/2024,21:25:00+00:00,"Arizona GOP is the dog that caught the car, got run over by the car, then got run over again, and are now complaining that they caught the car",2,0,0,0,60,0
IdahoeLiberal,IdahoeLiberal,4/9/2024,21:24:46+00:00,"Women in 2020: the GOP wants to take us back to the 1800s.

MAGA: no, they don’t! Stop being so dramatic.

2024 Arizona Supreme Court: we only want to go back to 1864.",2,1,0,0,30,0
Brian Todd,BrianToddCNN,4/9/2024,21:24:30+00:00,"A controversial ruling by Arizona’s Supreme Court- which says the state has to enforce a Civil War-era law, a near-total ban on abortions. Our story on that, and the latest with other recent developments on the abortion issue.. top of 6:00pm ET @CNNSitRoom.",0,0,0,0,182,0
NM State Softball,NMStateSoftball,4/9/2024,21:24:29+00:00,"Aggies get 2️⃣ with some small ball!

E1| NM State 2, Arizona 0

#AggieUp",2,0,0,1,1529,0
Football Analysis,FBallAnalysisYT,4/9/2024,21:24:05+00:00,"I really think the Arizona Cardinals have two options with pick #4

- stick and pick Marvin Harrison Jr

- listen to calls ONLY from the Giants at 6 and ask for 6 + their 2025 1 (which will probably be a top 10 pick) and if they decline (which they probably will), then you get… https://t.co/0gR55w7wLu",16,0,4,0,1437,0
NATALIE...CAN YOU BELIEVE THIS NIGHTMARE?!,Denton21990,4/9/2024,21:23:59+00:00,"What's next in Arizona, horse &amp; buggies? Their Supreme Court is upholding a near total abortion ban &amp; going back to 1864! Some GOP-run states want children to work &amp; in some dangerous jobs! WTF? Sounds to me they'd be happy to go back to those days, JFC!!🤬🤢",2,1,0,0,44,0
Q 🗣👊🏿🇺🇲,Th3Visonary83,4/9/2024,21:23:48+00:00,"Arizona just handed the Dems the 2024 elections 

Times like these I remember what my pops use to tell me 

“Never underestimate the   predictability of stupidity”  the Republicans  seem to have  a permanent case of “Foot in Mouth disease” every time man every time 😂😂

What… https://t.co/K7Wjvi9JRV",0,0,0,0,77,0
BadassMexiMama,MiaMia87217278,4/9/2024,21:23:40+00:00,"My daughter plans to go to University of Arizona.  I graduated from there, her dad graduated from there and her brother graduated from there.  Now I need to steer her away from her plans because it is no longer safe for women in Arizona. 🤬🤬🤬🤬",35,13,1,1,292,0
Boos 🍉,HayabusaZeroZ,4/9/2024,21:23:40+00:00,Not that any state government is amazing in this country but I feel further justified in no longer living in Arizona.,0,0,0,0,14,0
the real Bob Floss,abefromanofchi,4/9/2024,21:23:30+00:00,"Wondering how many Arizona Republicans are going to have to go to ""the land of fruits and nuts"" AKA California, to get their teenage daughter the healthcare that AZ won't denies her",0,0,0,0,8,0
Stella Martinez ... America First,Nonamewatcher2,4/9/2024,21:23:27+00:00,Arizona Supreme Court sabotaged Trump &amp; Lake with that ridiculous Abortion ruling. RINO Arizona Supreme Court.,0,0,0,0,8,0
MurderBot 3.0🌌 🇳🇴🇦🇹🇺🇸,0Murderbot,4/9/2024,21:22:56+00:00,"Traitorous MAGAt's &amp; the GOP are constantly whining about how Big Government is America's Enemy, but GOP politicians in Arizona just voted for BIG GOVERNMENT overreach into American citizens private life's by forcing Women to become incubators for the State......  🤔🤨😠😠",0,0,0,0,15,0
Lynn K,LovemyFLGov,4/9/2024,21:22:56+00:00,"I think Arizona will be the state that gives Biden the win in November.  I’m a conservative Republican. I don’t see Trump getting to 270.  
#DeSantis2028",2,0,0,0,51,0
johnpaul2024,johnpaul2096941,4/9/2024,21:22:47+00:00,Arizona pisses me off. The blue wave has to be titanic!,8,1,2,0,95,0
6 Foot Zoomer 6'4 173lbs,SIXFTZ,4/9/2024,21:22:41+00:00,tbh W Arizona,0,0,0,0,6,0
Wendi,tucheer83,4/9/2024,21:22:27+00:00,Just wow Arizona.,0,0,0,0,9,0
Ryan Shelton,Ryan_shelton91,4/9/2024,21:22:07+00:00,Not to upset anyone.. but it is true if it's YOUR body than yes.. it IS your choice. #Arizona #dealwithit,0,0,0,0,14,0
CityGirl75219,girl75219,4/9/2024,21:22:02+00:00,Do not schedule or attend any conventions/conferences in Arizona. Do not vacation in Arizona. Do not send your daughters to college in Arizona.,16,6,1,0,277,0
Kim Doss,KimDoss71,4/9/2024,21:22:00+00:00,They get the 3rd out that time with 2 outs they go to 2B. Because that's the only time you do that. Arizona in a hole already.,0,0,0,0,134,0
The King Alfred Times,KingAlfredTimes,4/9/2024,21:21:55+00:00,"BREAKING NEWS:

The Arizona Supreme Court is issuing a near total ban on abortion.

This is rather concerning for the rights of women across America.

This ruling is taking the state back towards 1864!

@UN
@JoeBiden
@WEP_UK 
@wep

#EqualityForAll #USA",0,0,0,0,33,0
"Qasim Rashid, Esq.",QasimRashid,4/9/2024,21:21:21+00:00,"The AZ Supreme Court has ruled to enforce an abortion ban passed in 1864—at a time when slavery was legal, women couldn't vote, be elected to office, own property, divorce under any circumstances including domestic violence, &amp; 48 years before Arizona even became a state.

Absurd.",230,95,10,7,32115,10
Harry T,theleftareevil,4/9/2024,21:21:20+00:00,YA CANT BAN  a WOMANS RIGHT to have a ABORTION/  there was nothing wrong with ROE V WADE/ ya ban abortion in ARIZONA or any other state   then the republicans will lose that state an all the other states that ban abortion/wake up republicans/ i am 100 percent behind TRUMP/ BUT?,1,1,0,0,25,0
Age of Uncertainty (@dloberk Threads) 🇺🇸🇳🇴🇺🇦,dlonorse,4/9/2024,21:21:14+00:00,"Just remember when you vote in the general election this year that:

D = Drive

R = Reverse

The Arizona Supreme Court decision reverting back to a 19th century abortion law explains why.",4,2,0,0,44,0
Liddle' JirkyRick,jirkyrick,4/9/2024,21:21:11+00:00,Did the Arizona Supreme Court just hand the Nov election to Biden?,0,0,0,0,17,0
Dance 🪩 No 🚫 Hands 🙌🏾,Gartreezy,4/9/2024,21:20:59+00:00,What the actual fuck Arizona courts,0,0,0,0,53,0
MOR2,ricemr2,4/9/2024,21:20:55+00:00,"Final #NCAAMBB Top 10 #PowerRankings:
1. UCONN (-)
2. Purdue (+1)
3. Houston (-1)
4. Tennessee (+3)
5. Alabama (NR)
6. Illinois  (+4)
7. Iowa St. (-3)
8. UNC (-3)
9. DUKE (NR)
10. NC State (NR)
Dropped: Marquette, Arizona, Auburn
Power Rankings return in August for Football!",0,0,0,0,84,0
Jess O'Connell,JessOConnell,4/9/2024,21:20:38+00:00,All of the justices on the Arizona Supreme Court were appointed by Republican Governors. This isn’t just happening. This is their plan. They will not stop here.,2,0,0,0,307,0
em,EstebanMichaels,4/9/2024,21:20:33+00:00,"Arizona just won the election for Biden, and every Dem in a swing state",0,0,0,0,12,0
M•Ria•J 🥱🥷🏾🤑,OMG_Its_RIA,4/9/2024,21:20:31+00:00,Circle K charging $1.49 for Arizona’s should be illegal.,0,0,0,0,12,0
TrumpismIsFascism,TrumpismFascism,4/9/2024,21:20:05+00:00,Arizona. It’s a dry hate.,1,1,0,0,16,0
Warren Warner,WarrenLWarner,4/9/2024,21:19:31+00:00,Arizona is an evil state!  They want to go backwards!!!,0,0,0,0,5,0
SKStudio,CatsArrJerks,4/9/2024,21:19:10+00:00,#Arizona    you be hatin on woman now too huh?,0,0,0,0,8,0
marshgirl in the great Blue yonder,sueplick,4/9/2024,21:19:02+00:00,"WTH is happening this week? Ohio and Alabama refusing to allow Biden on the ballot in November. The Handmaids' Tale coming true in Florida and Arizona. This is not only incredibly dangerous it is also deflecting attention away from Trump's legal woes, which are legion.",1,0,1,0,56,0
Dylan Lyons,dylanlyons91,4/9/2024,21:18:33+00:00,Welp Arizona is def going blue now,8,0,2,0,280,0
Paula Lukas,penguinbar67,4/9/2024,21:18:29+00:00,Arizona is going right back to the 1800s . #MyBodyMyChoice,2,0,1,0,54,0
Mark Thompson,Son_of_a_Thomp,4/9/2024,21:18:27+00:00,My dearest hope for all male Republican officials in Arizona is a pregnant mistress.,2,1,0,0,80,0
New Democrat Coalition (NDC),NewDemCoalition,4/9/2024,21:18:25+00:00,"Arizona's extremist abortion ban – which predates the state itself – undermines the safety and freedom of women in Arizona.

Now more than ever, New Dems are committed to ensuring access to reproductive care for women across the country. We cannot ""leave it up to the states.""",2,0,0,0,384,0
Pacific Forum,PacificForum,4/9/2024,21:18:12+00:00,"1/ 🌐 Understanding Global Dynamics 🌐

@StephenOlsonHF, Senior Adjunct Fellow, offers nuanced perspectives to @BBCWorld's @shermannatalie regarding TSMC's Arizona venture, emphasizing the enduring complexities in US-China relations.",1,0,1,0,283,0
Governor Wes Moore,GovWesMoore,4/9/2024,21:17:48+00:00,"Today's ruling by Arizona's Supreme Court isn't just backwards – it's dangerous.

It's a ruling that could cause long-lasting harm to tens of thousands of people and fundamentally undermines the rights and freedoms that people have fought to gain over decades.",347,84,23,3,7551,0
AllLivesMatter812,RedBeat45,4/9/2024,21:17:09+00:00,"Why has every girl on the trending Arizona thread been raped? Surely they're not considering next morning regret, rape? No that can't be it... Wrap it up and accept your consequences when the sex you have creates life. #abortion #plannedparenthood",0,0,0,0,33,0
Shawn In Arizona 🌵,ShawnInArizona,4/9/2024,21:16:34+00:00,"Breaking:

A sizeable earthquake struck Arizona early Tuesday morning.

Experts estimate the damage is in the thousands of lost Republican votes",154,14,7,1,1591,0
Robert Lewis,relewis55,4/9/2024,21:15:44+00:00,Arizona is a liberal state. What the fuck's going on. They must have some real maggots in there. They're not the people.,3,1,0,0,61,0
Chris Robichaud,CJRobichaud,4/9/2024,21:15:38+00:00,"If you want a sense of just how politically radioactive today's ruling by the Arizona Supreme Court on abortion is, note that even Kari Lake is running far, far away from it. GOP judges couldn't have given the Dems a better gift. A truly perplexing decision.",2,0,0,0,151,0
Lorna,lorna_maryanne,4/9/2024,21:15:22+00:00,Arizona must suffer because populista can't admit there might some of their fake friends!!!,0,0,0,0,7,0
Esco 🐐,LeekEscobar,4/9/2024,21:15:21+00:00,"Arizona Just went back to 1864. Women's Reproductive rights should be Like Gun rights.
Because Let yall threaten to take Guns away and there is so much outcry.
This is bigger than Just abortions, They will take the funding from Women's reproductive health which includes things",0,0,1,0,7,0
Brendan Glynn,idekbrendan,4/9/2024,21:15:18+00:00,"The law that now makes abortions illegal in Arizona, except in cases in which it will save the mother’s life, is older than:

17 states
14 Constitutional Amendments
29 Presidential Administrations
Every living person

We should not be ruled by the dead.
#AbortionIsAHumanRight",0,0,0,0,10,0
Chris Woodward,ReporterChrisW,4/9/2024,21:15:09+00:00,"Do you agree with the #Arizona ruling on abortion?

#prolife #abortion",0,0,0,0,49,0
Sean 🎃,ManInTheBoxXIII,4/9/2024,21:15:02+00:00,"Hey, Arizona:

You fucking suck.",0,0,0,0,40,0
Monstrous Regiment 🧾 2.0,MonstrousRegmnt,4/9/2024,21:14:54+00:00,Arizona is going to flip like a Romanian gymnast. Thanks @scotus. #Roevember2024,1,0,0,0,13,0
Eek,Eeek_y,4/9/2024,21:14:46+00:00,The Hermits being in Arizona is the most exciting that's happened here since the 2008 Hiusing Crisis,0,0,0,0,7,0
LifeNews.com,LifeNewsHQ,4/9/2024,21:14:42+00:00,"They bash Arizona's new pro-life law by saying it's from 1864.

President Lincoln issued the Emancipation Proclamation on January 1, 1863. 

Ending slavery and protecting babies are good things regardless of when they happened.",202,57,6,9,3323,3
🌶JALAPEÑO🔥FIRE,45RapingAmerica,4/9/2024,21:14:38+00:00,"1864 was not a state law!
Arizona was not a state.",0,0,0,0,9,0
Nancy Mace,NancyMace,4/9/2024,21:14:28+00:00,Arizona’s law is absolutely asinine but that’s up to Arizonans to fix.,468,54,207,25,33767,0
AllLivesMatter812,RedBeat45,4/9/2024,21:14:18+00:00,Arizona is going to have a rise in crime... #abortion #blacks #fbi #statistics,0,0,0,0,13,0
Aditya ☮️🇮🇳🇺🇦🇺🇲 #GenZ,thepeacetweeter,4/9/2024,21:14:15+00:00,The Arizona Supreme Court puts the 'AZ' in Nazi.,5,2,4,0,103,0
Lindsey Carmela Bartlett,lindseybartlett,4/9/2024,21:14:14+00:00,"Women deserve better. The daughters of America are fucking horrified right now. 

Federal protections are needed before we taken women back any further in their autonomy and freedom. 

If you don’t have the freedom of your own body, you have nothing. #Arizona",2,0,0,0,193,0
leah,lvrboyghost,4/9/2024,21:13:58+00:00,arizona bannned abortions man fuck this,1,0,1,0,25,0
shedrickfordjr,shedrickfordjr,4/9/2024,21:13:56+00:00,"Why is there so much controversy in the state of Arizona? I would not forget you had one governor implement the King Holiday Bill, and you had another Governor take it away. The NFL took evasive action by taking the Super Bowl away from them. Boy, they were mad now it's abortion.",3,0,0,0,30,0
Doll Talking About Stuff,JeanParker12,4/9/2024,21:13:49+00:00,"In 1864, Sam Alito had not played his first insipid tacky record yet because the phonograph had not been invented. #Arizona",0,0,0,0,9,0
Barbara Boxer,BarbaraBoxer,4/9/2024,21:13:40+00:00,"As Trump announces support of states rights on abortion, Arizona Court announces a near total ban! No exceptions for rape, incest, fertility or heath risks. We need Biden who will sign Roe v. Wade into law so every woman in America has  rights restored. 
#voteblue",107,27,12,1,2902,0
jose f,josef73670536,4/9/2024,21:13:27+00:00,"Kari Lake  dick sucking liar
“Obviously I think Roe should be overturned  We have a great law on  the books right now If that happens, we will be a state where we will  not be taking the lives of our unborn anymore.”

 Kari Lake, speaking about Arizona’s 1864 abortion law in 2022",1,0,0,0,23,0
Lorna,lorna_maryanne,4/9/2024,21:13:24+00:00,"S wren on? So disappointed in Bannon i
 Thought he was serious about saving Arizona",0,0,0,0,9,0
Chris Tan 🌊🌊🌊,Chris_Tan123,4/9/2024,21:13:21+00:00,"Add Arizona to the list of States I'd never live in. Or visit. 
Fuck that.

#Arizona 
#SupremeCourt",1,0,1,0,17,0
KillTheAlex,KILLtheALEX,4/9/2024,21:13:20+00:00,ARIZONA Does not care for human rights. @AZCourts ruled to make #abortions illegal. What archaic medieval nonsense. This court is putting religion before peoples rights &amp; should be found guilty of every woman who dies under this ruling. We will hold you &amp; religion to account.,0,0,0,0,12,0
Abigail Spanberger,SpanbergerForVA,4/9/2024,21:13:17+00:00,"Women will suffer. Women will die. 

The Supreme Court ruling in Arizona is another dark day for women in America. 

Politicians and courts shouldn’t be dictating women’s choices and, in some cases, jeopardizing their health and their lives.",680,224,83,12,17386,5
Armand Hamouth,AreMond2,4/9/2024,21:12:53+00:00,"BREAKING: Arizona Supreme Court rules that a near-total abortion ban from 1864 is enforceable

If they keep looking maybe they can find a law that restricts Wild Boars from living in huts

Do you find these Justices are working with one taco short of a combo meal?",22,5,2,0,406,0
Henry Djoutsa 🇨🇲🇺🇸 Supports🇺🇦,D_jeneration,4/9/2024,21:12:43+00:00,"Arizona Supreme Court just gift wrapped Arizona for President Biden and also gave Dems a senate seat,bravo",66,19,4,0,523,1
